id,customer_id,value,date
469,26,662.33,2025-02-19
470,4,879.75,2025-02-19
471,16,587.56,2025-01-11
472,19,240.6,2025-01-08
473,25,502.59,2025-01-17
474,11,1848.2,2025-01-30
475,38,505.55,2025-01-09
476,15,815.07,2025-01-28
477,35,648.14,2025-02-03
478,20,490.78,2025-01-09
479,35,419.85,2025-02-24
480,31,830.75,2025-02-05
481,32,757.6,2025-01-21
482,12,93.93,2025-01-27
483,7,458.64,2025-01-29
484,5,474.89,2025-02-03
485,9,950.99,2025-02-28
486,50,635.75,2025-02-01
487,40,219.23,2025-02-06
488,38,594.19,2025-02-01
489,22,1786.87,2025-01-16
490,12,129.41,2025-01-12
491,2,444.81,2025-02-07
492,2,864.58,2025-01-06
493,1,443.7,2025-02-06
494,32,281.55,2025-01-25
495,25,526.81,2025-02-22
496,49,385.61,2025-01-07
497,41,82.72,2025-01-09
498,25,112.92,2025-01-19
499,7,576.15,2025-02-22
500,43,768.95,2025-02-22
501,6,93.46,2025-01-12
502,47,473.14,2025-02-20
503,2,465.97,2025-01-17
504,31,181.97,2025-02-10
505,30,468.42,2025-02-02
506,50,940.53,2025-02-02
507,28,2033.77,2025-01-09
508,45,385.69,2025-02-03
509,16,422.92,2025-01-25
510,15,827.52,2025-02-19
511,5,720.62,2025-02-13
512,23,570.41,2025-02-28
513,36,586.32,2025-01-04
514,46,260.22,2025-01-29
515,31,2295.56,2025-02-16
516,42,112.71,2025-01-05
517,21,198.84,2025-02-26
518,13,217.74,2025-02-13
519,23,659.24,2025-02-15
520,19,233.56,2025-01-20
521,36,585.83,2025-02-08
522,26,653.71,2025-02-25
523,38,567.25,2025-01-26
524,5,733.3,2025-01-24
525,14,646.93,2025-01-04
526,5,665.94,2025-02-22
527,17,290.24,2025-01-18
528,40,643.45,2025-02-04
529,14,117.0,2025-01-25
530,25,198.43,2025-02-13
531,25,661.21,2025-01-26
532,5,100.23,2025-02-06
533,35,258.94,2025-02-25
534,12,529.58,2025-02-20
535,40,651.76,2025-01-23
536,3,348.8,2025-02-13
537,37,550.38,2025-02-08
538,49,581.7,2025-02-17
539,38,840.29,2025-02-10
540,49,595.39,2025-01-03
541,1,338.62,2025-01-26
542,8,187.34,2025-01-07
543,19,649.97,2025-01-01
544,42,724.9,2025-01-16
545,31,442.36,2025-01-22
546,29,82.25,2025-02-02
547,45,141.96,2025-01-18
548,4,2097.08,2025-02-04
549,28,447.18,2025-02-23
550,2,524.89,2025-01-04
551,8,529.57,2025-01-28
552,17,833.08,2025-01-31
553,43,795.04,2025-01-03
554,25,650.14,2025-02-14
555,4,595.35,2025-02-26
556,28,382.14,2025-02-03
557,4,452.92,2025-02-13
558,7,778.29,2025-01-02
559,29,826.17,2025-02-02
560,35,977.83,2025-01-30
561,4,69.92,2025-02-01
562,5,2435.73,2025-01-04
563,49,309.94,2025-01-30
564,14,986.24,2025-02-01
565,46,281.88,2025-02-10
566,15,819.95,2025-01-01
567,15,808.87,2025-01-03
568,3,382.88,2025-01-31
569,14,931.74,2025-01-12
570,31,229.9,2025-01-04
571,49,622.28,2025-02-25
572,14,726.79,2025-02-28
573,27,981.2,2025-01-30
574,13,872.75,2025-02-22
575,36,434.62,2025-01-20
576,37,874.95,2025-02-25
577,1,789.28,2025-02-25
578,3,787.16,2025-01-10
579,37,606.45,2025-02-01
580,9,587.86,2025-02-17
581,48,690.49,2025-01-01
582,14,650.83,2025-02-02
583,5,900.34,2025-02-26
584,4,600.95,2025-02-22
585,32,123.8,2025-02-19
586,20,135.77,2025-02-22
587,7,812.64,2025-02-05
588,31,122.03,2025-01-25
589,28,102.27,2025-02-02
590,30,691.67,2025-01-28
591,12,760.04,2025-02-14
592,24,255.57,2025-02-24
593,16,54.49,2025-02-25
594,11,133.77,2025-01-14
595,6,396.66,2025-01-10
596,30,1863.76,2025-01-12
597,44,51.28,2025-01-07
598,36,839.7,2025-01-15
599,29,58.43,2025-02-21
600,37,184.26,2025-02-12
601,32,110.82,2025-02-03
602,4,236.83,2025-01-05
603,3,412.46,2025-01-17
604,48,56.42,2025-02-11
605,23,802.41,2025-02-17
606,3,546.33,2025-01-09
607,24,767.12,2025-01-12
608,9,152.62,2025-02-18
609,49,260.6,2025-02-04
610,6,233.08,2025-02-10
611,7,127.53,2025-01-24
612,38,315.37,2025-02-05
613,29,563.76,2025-02-12
614,17,406.26,2025-02-04
615,24,502.81,2025-03-01
616,41,443.51,2025-01-30
617,41,962.98,2025-01-23
618,1,885.05,2025-02-21
619,24,763.59,2025-01-07
620,11,969.73,2025-01-30
621,8,876.84,2025-01-17
622,10,120.13,2025-01-23
623,11,50.07,2025-02-06
624,5,918.96,2025-01-30
625,7,499.86,2025-01-11
626,25,967.19,2025-01-06
627,24,878.43,2025-01-04
628,18,330.74,2025-01-07
629,10,2043.64,2025-02-11
630,45,96.8,2025-01-13
631,27,200.48,2025-01-12
632,28,862.4,2025-02-07
633,17,328.16,2025-02-26
634,9,588.7,2025-01-28
635,25,224.8,2025-01-11
636,44,975.03,2025-01-03
637,15,379.17,2025-02-28
638,15,84.35,2025-02-27
639,29,934.5,2025-01-21
640,31,634.0,2025-01-13
641,44,123.19,2025-01-29
642,33,775.61,2025-02-13
643,47,632.65,2025-02-23
644,35,749.49,2025-02-23
645,33,123.22,2025-02-22
646,9,463.78,2025-01-09
647,42,445.26,2025-01-27
648,21,723.53,2025-02-07
649,13,343.29,2025-02-07
650,1,277.82,2025-02-13
651,20,816.34,2025-01-05
652,4,455.86,2025-02-06
653,33,191.73,2025-01-09
654,24,881.93,2025-01-05
655,11,637.66,2025-03-01
656,37,886.68,2025-02-10
657,49,846.73,2025-02-27
658,37,681.14,2025-02-15
659,26,186.45,2025-01-10
660,41,865.98,2025-01-25
661,35,118.93,2025-01-18
662,31,558.34,2025-01-05
663,7,536.1,2025-03-01
664,50,312.63,2025-02-02
665,36,134.84,2025-02-17
666,18,135.04,2025-01-20
667,12,724.07,2025-01-12
668,44,736.53,2025-02-25
669,4,171.36,2025-02-21
670,40,355.06,2025-02-22
671,26,974.17,2025-03-02
672,34,108.14,2025-01-08
673,17,226.08,2025-02-25
674,18,748.96,2025-02-19
675,3,652.57,2025-01-27
676,22,58.93,2025-01-17
677,16,520.91,2025-01-05
678,7,684.7,2025-01-16
679,26,451.87,2025-01-15
680,7,732.85,2025-01-01
681,25,329.72,2025-01-09
682,49,269.14,2025-02-24
683,34,903.13,2025-02-15
684,14,750.8,2025-02-21
685,39,199.9,2025-01-17
686,8,703.49,2025-02-15
687,10,142.5,2025-02-22
688,49,706.96,2025-02-05
689,36,671.34,2025-01-14
690,15,96.64,2025-02-03
691,16,742.01,2025-01-15
692,18,489.69,2025-02-06
693,2,699.8,2025-01-15
694,50,607.95,2025-02-03
695,6,540.94,2025-01-08
696,30,128.99,2025-01-02
697,2,113.2,2025-02-17
698,14,358.11,2025-02-21
699,1,1877.46,2025-01-11
700,40,447.77,2025-01-01
701,47,207.21,2025-02-15
702,30,348.55,2025-01-19
703,37,2229.15,2025-01-04
704,36,764.17,2025-02-13
705,8,94.64,2025-02-21
706,25,1996.47,2025-02-22
707,18,680.44,2025-02-21
708,33,486.06,2025-02-13
709,2,619.24,2025-02-15
710,31,541.32,2025-01-14
711,24,993.59,2025-01-22
712,15,874.52,2025-01-17
713,5,908.64,2025-01-18
714,14,861.19,2025-01-28
715,29,531.05,2025-01-21
716,24,434.18,2025-02-14
717,39,852.26,2025-02-09
718,2,419.64,2025-01-11
719,25,385.52,2025-02-01
720,26,73.61,2025-02-05
721,25,942.03,2025-01-23
722,39,742.3,2025-01-14
723,46,653.27,2025-03-02
724,27,333.22,2025-02-13
725,19,231.1,2025-01-17
726,9,953.04,2025-02-10
727,36,906.23,2025-01-31
728,39,940.96,2025-02-06
729,39,2423.85,2025-01-30
730,48,376.39,2025-02-22
731,6,924.95,2025-02-10
732,48,476.13,2025-01-23
733,23,663.11,2025-02-13
734,30,679.0,2025-02-26
735,28,207.12,2025-02-02
736,32,986.05,2025-01-08
737,37,679.29,2025-01-18
738,20,576.76,2025-01-14
739,21,151.37,2025-01-21
740,18,92.97,2025-02-15
741,24,2333.54,2025-02-20
742,48,446.89,2025-02-24
743,7,369.8,2025-02-21
744,13,926.91,2025-01-15
745,7,774.58,2025-01-19
746,14,711.38,2025-01-28
747,39,355.28,2025-02-25
748,11,773.75,2025-01-25
749,35,348.68,2025-01-19
750,3,660.25,2025-01-14
751,39,917.59,2025-01-05
752,40,203.01,2025-01-24
753,4,866.21,2025-03-01
754,24,239.29,2025-02-11
755,42,265.53,2025-01-30
756,21,616.61,2025-01-24
757,6,720.62,2025-02-04
758,8,840.92,2025-01-09
759,29,204.35,2025-02-09
760,50,367.35,2025-01-24
761,24,439.77,2025-02-06
762,24,309.76,2025-02-04
763,15,761.31,2025-01-04
764,34,586.16,2025-01-22
765,49,213.58,2025-02-24
766,13,453.57,2025-02-09
767,45,971.25,2025-02-01
768,40,750.15,2025-03-01
769,13,216.82,2025-01-10
770,16,439.03,2025-01-09
771,35,413.51,2025-01-12
772,22,982.05,2025-02-16
773,50,238.01,2025-01-03
774,36,848.7,2025-01-03
775,7,827.69,2025-01-12
776,12,110.17,2025-01-25
777,14,269.86,2025-02-07
778,7,851.19,2025-02-12
779,28,560.73,2025-02-22
780,36,389.53,2025-02-05
781,32,852.4,2025-02-24
782,31,370.24,2025-02-04
783,29,192.58,2025-02-09
784,24,490.26,2025-02-12
785,20,397.16,2025-02-01
786,38,969.02,2025-03-01
787,11,504.44,2025-02-08
788,21,777.23,2025-02-13
789,36,789.07,2025-02-01
790,50,570.13,2025-03-02
791,29,758.26,2025-02-24
792,19,871.15,2025-01-19
793,22,675.32,2025-01-25
794,27,658.11,2025-01-23
795,33,735.78,2025-01-13
796,25,560.89,2025-01-18
797,31,784.7,2025-02-07
798,39,870.6,2025-01-29
799,19,604.17,2025-01-31
800,39,763.14,2025-01-22
801,13,904.13,2025-01-19
802,25,536.31,2025-01-10
803,27,887.72,2025-02-17
804,32,328.62,2025-01-30
805,49,900.75,2025-01-04
806,31,367.12,2025-02-17
807,44,2403.66,2025-02-27
808,19,507.01,2025-02-06
809,32,144.42,2025-01-06
810,5,926.76,2025-02-14
811,38,539.22,2025-02-20
812,15,986.51,2025-02-02
813,18,651.29,2025-01-26
814,12,2133.67,2025-02-14
815,13,549.87,2025-02-24
816,23,670.54,2025-02-20
817,18,90.45,2025-01-24
818,11,907.37,2025-01-28
819,19,179.62,2025-01-29
820,36,804.61,2025-01-22
821,31,823.18,2025-02-20
822,17,823.63,2025-02-21
823,31,766.55,2025-02-12
824,43,494.44,2025-01-15
825,35,751.89,2025-01-08
826,42,515.0,2025-02-12
827,26,251.17,2025-01-22
828,10,542.59,2025-02-15
829,39,685.29,2025-01-28
830,24,408.78,2025-02-10
831,25,733.18,2025-02-04
832,45,2191.95,2025-01-04
833,14,643.66,2025-02-03
834,34,849.13,2025-02-20
835,39,598.82,2025-01-06
836,38,390.5,2025-01-13
837,15,789.14,2025-02-25
838,42,178.12,2025-01-02
839,50,1903.35,2025-01-10
840,18,356.04,2025-02-01
841,28,949.86,2025-01-02
842,13,138.17,2025-02-07
843,2,614.91,2025-02-16
844,13,639.65,2025-01-10
845,23,161.32,2025-02-18
846,41,608.75,2025-01-07
847,40,63.04,2025-03-01
848,14,314.62,2025-02-05
849,45,547.41,2025-02-19
850,48,641.93,2025-01-09
851,13,896.6,2025-02-06
852,29,783.85,2025-01-28
853,19,609.47,2025-01-08
854,32,938.83,2025-01-15
855,44,570.38,2025-02-19
856,21,1793.33,2025-01-08
857,43,2455.54,2025-01-29
858,46,701.86,2025-02-04
859,1,131.28,2025-01-14
860,11,548.13,2025-01-10
861,41,751.21,2025-02-05
862,20,914.64,2025-01-29
863,7,2041.47,2025-02-22
864,6,318.1,2025-01-06
865,19,1876.63,2025-02-06
866,32,508.69,2025-01-13
867,31,314.74,2025-01-14
868,23,307.5,2025-01-05
869,3,183.49,2025-02-15
870,4,579.85,2025-02-22
871,39,99.33,2025-02-19
872,9,805.77,2025-02-20
873,16,539.2,2025-01-28
874,40,141.42,2025-01-23
875,32,874.01,2025-02-20
876,20,863.77,2025-01-17
877,11,429.38,2025-02-06
878,34,131.81,2025-02-18
879,40,516.97,2025-02-23
880,14,376.49,2025-02-06
881,28,787.68,2025-01-21
882,18,252.62,2025-01-24
883,31,944.79,2025-01-17
884,29,113.38,2025-01-04
885,32,794.0,2025-01-12
886,38,812.6,2025-02-27
887,26,52.08,2025-01-21
888,27,81.28,2025-01-19
889,15,2256.54,2025-02-16
890,27,419.67,2025-02-18
891,10,178.25,2025-02-21
892,37,315.5,2025-01-24
893,12,897.75,2025-02-13
894,42,787.59,2025-01-22
895,18,878.64,2025-02-20
896,30,466.22,2025-02-26
897,4,874.63,2025-02-25
898,19,294.44,2025-02-26
899,4,724.91,2025-02-21
900,5,331.46,2025-01-19
901,40,118.72,2025-02-23
902,23,134.31,2025-02-22
903,30,97.43,2025-02-09
904,43,784.0,2025-03-01
905,49,334.66,2025-03-01
906,24,891.54,2025-01-03
907,2,853.15,2025-02-25
908,46,2291.84,2025-02-05
909,29,2086.11,2025-01-15
910,39,549.67,2025-02-21
911,15,71.22,2025-02-24
912,45,689.04,2025-01-11
913,45,183.45,2025-01-10
914,18,169.79,2025-02-17
915,30,108.64,2025-01-08
916,3,898.09,2025-02-03
917,5,433.34,2025-01-05
918,20,909.69,2025-01-09
919,41,1916.34,2025-01-14
920,11,180.53,2025-01-15
921,26,1593.11,2025-02-25
922,30,798.29,2025-01-02
923,4,462.8,2025-02-22
924,8,267.32,2025-01-18
925,1,336.5,2025-01-03
926,37,320.56,2025-02-21
927,31,519.84,2025-02-20
928,20,406.29,2025-01-31
